BADANIE;07:22:44;;;;
metoda:;nearest-neighbour;;;;
konfiguracja:;branches=2         , input_files=g/gr6.txt,g/gr7.txt,g/gr8.txt,g/gr9.txt,g/gr10.txt,g/gr11.txt,g/gr12.txt,g/gr13.txt,g/gr14.txt,g/gr15.txt,g/gr16.txt,g/gr17.txt,g/gr18.txt,g/gr19.txt,g/gr20.txt, iterations=15, max_exec_time_s=1800, search_type=1            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, ;;;;
;;;;;
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
42;33.4;66.8;25.1128;;
;;;;;
;;;;;
plik:;g/gr14.txt;;;;
wynik optymalny:;279;;;;
liczba wierzcholkow:;14;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;43;301;22;7.8853;0 1 2 7 6 13 11 12 10 8 5 3 9 4 0
2;43;307;28;10.0358;12 7 6 1 2 0 4 5 10 13 11 8 9 3 12
3;42;301;22;7.8853;3 0 1 2 7 6 13 11 12 10 8 5 9 4 3
4;43;326;47;16.8459;6 7 11 12 10 0 1 2 13 5 3 9 4 8 6
5;44;326;47;16.8459;6 7 11 12 10 0 1 2 13 5 3 9 4 8 6
6;41;301;22;7.8853;0 1 2 7 6 13 11 12 10 8 5 3 9 4 0
7;45;306;27;9.67742;7 6 1 2 0 12 10 13 11 8 5 3 9 4 7
8;41;298;19;6.81004;5 10 0 1 2 7 6 13 11 12 3 9 4 8 5
9;40;311;32;11.4695;8 2 0 1 12 7 6 13 11 10 4 5 3 9 8
10;36;307;28;10.0358;12 7 6 1 2 0 4 5 10 13 11 8 9 3 12
11;37;307;28;10.0358;12 7 6 1 2 0 4 5 10 13 11 8 9 3 12
12;38;306;27;9.67742;7 6 1 2 0 12 10 13 11 8 5 3 9 4 7
13;39;306;27;9.67742;7 6 1 2 0 12 10 13 11 8 5 3 9 4 7
14;59;301;22;7.8853;0 1 2 7 6 13 11 12 10 8 5 3 9 4 0
15;58;326;47;16.8459;6 7 11 12 10 0 1 2 13 5 3 9 4 8 6
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
43;29.6667;59.3333;21.2664;;
;;;;;
;;;;;
plik:;g/gr15.txt;;;;
wynik optymalny:;303;;;;
liczba wierzcholkow:;15;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;59;366;63;20.7921;11 12 7 6 1 2 0 4 5 10 13 3 9 14 8 11
2;65;315;12;3.9604;5 10 0 1 2 14 7 6 13 11 12 3 9 4 8 5
3;62;317;14;4.62046;13 11 12 7 6 1 2 0 4 5 10 8 14 3 9 13
4;60;366;63;20.7921;11 12 7 6 1 2 0 4 5 10 13 3 9 14 8 11
5;45;318;15;4.9505;3 0 1 2 14 7 6 13 11 12 10 8 5 9 4 3
6;47;366;63;20.7921;11 12 7 6 1 2 0 4 5 10 13 3 9 14 8 11
7;61;356;53;17.4917;1 2 0 7 6 13 11 12 10 8 5 3 9 4 14 1
8;43;325;22;7.26073;2 0 1 12 7 6 13 11 8 5 10 4 3 9 14 2
9;79;343;40;13.2013;12 7 6 1 2 0 4 5 10 13 11 8 14 3 9 12
10;44;336;33;10.8911;10 0 1 2 14 7 6 13 11 12 3 9 4 5 8 10
11;44;356;53;17.4917;1 2 0 7 6 13 11 12 10 8 5 3 9 4 14 1
12;43;336;33;10.8911;10 0 1 2 14 7 6 13 11 12 3 9 4 5 8 10
13;57;341;38;12.5413;14 7 6 1 2 0 12 10 13 11 8 5 3 9 4 14
14;45;320;17;5.61056;9 4 5 10 0 1 2 14 7 6 13 11 12 3 8 9
15;43;349;46;15.1815;6 7 11 12 10 0 1 2 14 13 5 3 9 4 8 6
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
53;37.6667;75.3333;24.8625;;
;;;;;
;;;;;
plik:;g/gr16.txt;;;;
wynik optymalny:;328;;;;
liczba wierzcholkow:;16;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;45;357;29;8.84146;4 5 10 0 1 2 14 7 6 13 11 12 15 9 3 8 4
2;47;356;28;8.53659;15 12 7 6 1 2 0 4 5 10 13 11 8 14 3 9 15
